id	quote
19911203	Where's my jacket? It's right on the floor where you left it. It's still on the floor? Why didn't you put it away? Gee, my own copy of the emancipation proclamation.
19911204	Look, I can make shadows on the wall here's a dog. Hey, that's good! Here's a swan. Hmm ... that looks more like some bug eyed tentacled thing. Mommm!
19911205	Ah ... Ah ... Ah ... Ah ...kbthchh! Why'd you hold it in? I'm trying to blow my shoes off.
19911206	It says on the back of this record that the composer could play the piano at age three. He wrote his first symphony when he was four. That's amazing. When I was four, I think I was toilet trained. 
19911207	I'm done with my homework! I'm going outside to play! I've got my jacket! I'm leaving now! ... further bulletins as events warrant!
19911208	No text
19911209	Mom's not feeling well. So I'm making here a "Get Well" card. That's thoughtful of you. See, on the front it says "Get Well Soon." And on the inside it says, "Because my bed isn't made, my clothes need to be put away, and I'm hungry. Love, Calvin." Want to sign it? Sure. I'm hungry too.
19911210	Hi, Mom! Since you're sick. I'm bringing you breakfast in bed! I prepared eggs, toast and orange juice for you all by myself! How nice! The eggs kind of burned and stuck to the pan, but you can probably chip them out with this chisel. Um ... where is the toast and orange juice? Dad said not to tell you about that till your better. 
19911211	Since your Mom's sick. I'll be making dinner tonight. You can cook? As you can see, I survived two years of my own cooking when I had an apartment after college. Mom says you ate frozen waffles and canned soup three meals a day. Your Mom wasn't there, so she wouldn't know. Get the syrup out, will you? 
19911212	Sometimes when I'm sick, you read me a story want me to read you one? No, thanks, Calvin. I just want to rest. It's hard to be a Mom for a Mom. You do fine, sweetie. Whoa! Hey! Are you contagious?!
19911213	What's wrong with your Mom, do you know? No, she went to the doctor today though. I wonder if ... nah. What? You don't suppose she's going to have a baby, do you? A baby?!? Why would she want another kid?? She's already got me! Yes. You'd think she'd have learned her lesson ...
19911214	I asked dad if mom was going to have a baby, and he said not that he knew of. Dad said we'd know if mom was having a kid because she'd look like a hippopotamus with a gland problem. ... that's when Mom creamed him with her pillow. Dad says she must be feeling better. You have weird parents. 
19911215	KAZAM! KAZAM! Quiet. What did I just tell you?! Calvin, if you're bored, I'll find something for you to do! KAZAM!
19911216	Want to trade sandwiches, Calvin? No, I've got my favorite kind. What did you bring? Peanut butter. I have processed mouse loaf. Oh, gross. That's not really mouse loaf. It looks like egg salad. Taste it and see. Here. I think this is a whisker, it's good. Forget it. I don't even want my own lunch anymore. You don't? what kind of cookies are those?
19911217	Ta-daaa!!
19911218	How do they know the load limit on bridges Dad? They drive bigger and bigger trucks over the bridge until it breaks. Then they weigh the last truck and rebuild the bridge. Oh. I should've guessed. Dear, if you don't know the answer. Just tell him!
19911219	It's hard to believe people still starve in this world. There's even hunger in America. Some people never get enough to eat. Boy, I know what that's like! No you don't. 
19911220	The soldiers advance up the hill! Oh, no! a squadron of bombers appears on the horizon! The bombs begin to fall! Bonk bonk. Two direct hits! I see you up there!
19911221	Look, Hobbes, you get a plastic trinket in boxes of "Chocolate-Frosted Sugar Bombs"! It says, "Be the first in your neighborhood to collect all ten colors." Yeah, but Mom says she won't buy any more cereal until this box is gone. That shouldn't take more than a couple of hours, right? I dunno after five bowls, I get pretty wired. 
19911222	I wish Santa would publish the guidelines he uses for determining a kid's goodness. For example, how much does he weigh motives? Does he consider the kid's natural predisposition? I mean, if some sickeningly wholesome nerd LIKES being good, it's EASY for him to meet the standards! There's no challenge! Heck, anyone can be good if he WANTS to be! The true test of one's mettle is being good when one has an innate inclination towards evil. I think one good act by ME, even if it's just to get presents, should count as FIVE good acts by some sweet-tempered kid motivated by the pureness of his heart, don't you? HEY SUSIE! POW! Of course, in your case, the question is academic. I wanted to put a rock in the snowball, but I didn't! That should be worth a lot!
19911223	Calvin, your dad and I are going out tomorrow. So you'll be having a baby sitter. Oh no! not Rosalyn! I called eight people and she's the only one who would do it. Call some more! Call some more! Calvin, I spent half an hour on the phone already. Rosalyn's fine. "Fine"?? she's a barracuda in a high school senior suit! I'm as good as dead! You remember Amy? She just laughed when I called her. 
19911224	Oh no! A knock at the door! The baby sitter must be here! Should we hide? No way. Baby sitters can smell fear in little kids. We'd be doomed. So we go on the offensive? Right. Here's a notepad and pencil. Oh boy, blackmail! Right, get to the upstairs phone when she calls her boyfriend. 
19911225	We're going Rosalyn. Help yourself to anything in the fridge. Ok, good-bye. Calvin? Are you upstairs? Wap wap. All right, kid! Bedtime for Bonzo!! What?! Get away! It's not even 6 o'clock! 
19911226	I can't believe our baby sitter put us to bed! It's not even dark out! Well, she can put us to bed, but she can't make us sleep. You play the horn, and I'll accompany on tom-tom. Calvin, I just wanted to remind you that sleeping in a bed is a privilege. The basement is sure to be a lot less comfy. What did she mean "the basement"? Shhh!
19911227	Rosalyn, we're going to be a little later than we expected, so I thought I'd better call you. That's fine. Calvin went to bed early, so I'm just holding down the fort. Who's on the phone? Is it my Mom? I want to talk to her! Mom! Mom! Can you hear me?! Come home now before it's too late! Help! Help! No, that's just the tv. I'll see you at 11:30 then. Enjoy the play. 
19911228	Sorry we're late, Rosalyn. Did you get Calvin to bed? Yes, but ... Mom! Dad! Is that you? I'm not asleep! Did you get rid of the baby sitter? Thank goodness you're home! Has he been this way all night? Well, his voice gave out about 11 o'clock but it seems to  be If she's still here, don't pay her! Give her a little extra, will you dear? Is five enough? Could you make it eight? College tuition's are up. 
19911229	Everybody makes the wrong kind of New Year's resolution. All they do is promise to stop bad habits and start good habits. What's wrong with that? It's not enough to change a few little habits! Everybody I know needs a complete personality overhaul! That's why I'll be spending the remaining days of this year telling people what I hate about them and how they should change. Some of us would be happy to reciprocate. Sorry. MY New Year's resolution is not to change a bit.
19911230	What a rotten day. Zz ... mmp ... bgz ... ahhhhh ... gnz ... hee hee ... zzz ... Fuzz therapy. Zzz ... nuk nuk ... woonk ...
19911231	Hello Susie. This is Calvin. I lost our homework assignment, can you tell me what we were supposed to read for tomorrow? Are you sure you're not calling for some other reason? Why else would I call you? Maybe you missed the melodious sound of my voice. What are you, crazy?? All I want is the stupid assignment. First say you missed the melodious sound of my voice. This is blackmail!
19920101	I'm home from school! Oof! Helloooo. Bonk bing boing. How's that for an enthusiastic greeting?? Sometimes I wish you'd just buy me one of those "I missed you" cards. 
19920102	I've got a great idea for school tomorrow. I cut a ping-pong ball in half, and now I'm drawing dots on each end. I'll just put one over each eye, and it will look like I'm really paying attention. Or will I look too interested? I doubt it. I'm over here. 
19920103	Bad news on your polls Dad. You slipped another two notches. Things are looking grim for future office. Is that so? Any ideas on what would improve my standings? I need a VCR. Right, I'll keep that in mind. I hope you're reading the "Help Wanted Section."
19920104	Look, I got a letter I'm supposed to copy and send to 20 people for good luck. It's a chain letter. It says, "A man in Denver made 20 copies and the next day he got a raise. A man in Seattle broke the chain and he went bald." Ha! You believe that? These letters are for superstitious nincompoops. Throw it away. "... and a dumb kid like you listened to a friend and got run over by a cement mixer."
19920105	It's a new year... a new beginning! New possibilities! This snowman represents the spirit of the new year. Looking ahead, he strides forward with confidence and determination! He challenges! He imagines! He invents! He calls forth the best qualities of the human drive and ingenuity! Very inspiring. Thanks you. ... and over here is the REAL world? Right. This is why we're always glad when the old year is over.
19920106	I spelled "Be" how many points do I get? Um ... 2 points. 2 points?! Is that @*#%! all?? My, this game does teach new words! See, I spelled "zygomorphic" on a triple word score box. That's 150 points. All I've got is consonants. Your turn. Well, if I use your letter "I" I can spell "in". That's 3 points. I pick out some new letters ... hmm ... with your "n", I can spell "nucleoplasm" that's, lets see, 40 points. All I've got is consonants. I'm not going to play this stupid game! I hate it!! What a waste of time! What should we play instead? Let's play poker. At least with cards you have half a chance. Ok, I bet a nickel. I'll see you ... and raise you 8 dollars. 
19920107	Calvin has mysteriously shrunk to the size of an insect! His only hope is to call for help! Pushing with all his might, Calvin dials the gigantic telephone. It's ringing! He runs to the mouthpiece! Will anyone be able to hear him?? Bzz bz! Bzzzz! Bzz bz! Bzz bz! Calvin, this had better not be you.
19920108	Fwooshhh. Greetings earth female. Do not be alarmed. Our planet is dying. We need cookies to survive. Do not try to resist or you will be destroyed. We'll see about that. Get back here.
19920109	This Ouija board knows all and tells all. What should we ask it? Let's ask it which of us is smarter. Ok, go ahead. Oh great Ouija board. Who is smarter, Calvin or Hobbes? Quit resisting you! It's heading for the "H"! Ha! It's obviously trying to (mmf) go to "C", you cheater!
19920110	Let's ask the Ouija board another question. Ok, I've got one. Oh great Ouija board, will I grow up to be president? It's moving! "G-O-D-F-O-R-B-I-D" When I want an editorial, I'll ask for it you stupid board!
19920111	How is it that this Ouija board knows all the answers to life's mysteries? Let's ask it. Oh great Ouija board. How do you know all the answers? It's moving! It's moving! What's it say? "3" You know, I didn't ask for this last Christmas. I asked for a computer. 
19920112	Glogga muck bluh Spiff! Spiff chug wunka! We join our hero, the courageous Spaceman Spiff, as he is pursued across the galaxy by hostile aliens! A bolt of Explode-o-Ray explodes behind him! The aliens are closing in! Spiff punches the accelerator and dives towards the mysterious world below! Blasting low over the planet's surface at near light speed, our hero is horrified to discover the aliens are still on his trail! Spiff has but one desperate chance! He flies through a tight arch, hoping the aliens will crash as they follow! Zounds! The ol' battleship is surprisingly maneuverable! Don't call me that! And you are going to bed if I have to chase you all night!
19920113	Behold the dreaded toboggan: suicide sled. It's unique design sends a blinding spray of snow on it's passengers at the slightest bump. Note too, the lack of any steering mechanism. Yes, this sled is truly a hazard to life and limb. Wheee! Oomph! 
19920114	Boy, is it cold! Can't we turn the heat up? Heat is expensive Calvin. Just put on a sweater. Look, the thermostat goes all the way up to 90 degrees! We could be sitting around in our shorts. Leave the thermostat alone Calvin. I can almost see my breath. I'll just crank it up to 75, ok? I said don't touch it. Gee, my hands are so numb, I can't move the switch. Guess I'll put on a sweater. 
19920115	Ooh. You look cold Calvin! There's a fire made. Why don't you go warm up? Oh boy! Nothing beats sitting by a roaring fire after you've been out in the cold. Of course, some people say why bother going outside first?
19920116	Calvin, I hope you took your boots off before you walked across the floor. Of course I did! You don't need to tell me all the time!
19920117	Given any more thought to that backyard ski lift proposal of mine? Oh, yes. Lots. 
19920118	Hobbes is always a little loopy when he comes out of the dryer.
19920119	MOOOO MOOO MOOO WHOOSH KACHUNK CHUG CHUG SQUEAK SQUEAK SQUEAK CLANG CLANG wizz wirp boingg boingg AWKK! Hello! Hello! GAAAA GGHHH BONK BONK GASP GASP. Boy, am I glad to see YOU, Hobbes! Another typical school day?
19920120	Watcha doin'? I'm writing my autobiography. But you're just six years old. I've only got one sheet of paper.
19920121	Hi, Hobbes. are you reading that book I gave you? Yes. It's very good. You like it? Sure, I think it's ... wait a minute. Would you mind writing it in two pages for me by tomorrow morning?
19920122	Mom, was I adopted? No, why do you ask? Are you planning to put me to work in a cannery for fourteen hours a day when I turn seven? Of course not! You're not just fattening me up to eat me, are you? Good heavens, Calvin! Who put all these ridiculous ideas in your head?!? That's right. "Ridiculous ideas" she called them. Oh, sure, you think your mom's going to tell you?
19920123	Whifffff whiff whiff whiff whiff whiff. For all that preparation you sure are a lousy shot.
19920124	Go ahead down. You'll miss all those trees. You can do it. You'll stop before you go over that ledge at the bottom. You won't go into that pond. Besides, the ice is probably real thick anyway. Go ahead down. My brain is trying to kill me. 
19920125	Galosh. Galosh. Galosh.
19920126	I'm thirsty. AAAUGH. Sleepwalking! Nightmare! Homicidal psycho jungle cat! Hee hee hee! You should've seen the look on your face! If Mom and Dad cared about me at ALL, they'd buy me some infra-red nighttime vision goggles.
19920127	What's the teacher handing out? Our report cards. Our report cards? You know, our grades. Grades? We're being graded? Of course, dummy. What did you think? Don't we even get a few practice semesters?
19920128	I brought my report card home dad. Well! Let's see it! Remember how you once told me it didn't matter what grades I got ... just as long as I tried my hardest, right? Well you could certainly be trying harder than this! So you admit you were lying?
19920129	Dad says my report card shows that not enough time is being spent on my homework. So from dinner till  bed is now designated as "homework time." I don't think that's fair! If it doesn't take that long to do, why should I have to stay in my room all that time? Yeah, can I help it I'm so fast?
19920130	Can I have some clay? Help yourself. This stuff's impossible to work with. Thanks. I've got a pretty good bowl or something going here. It started out as a phantom jet, but it sort of squashed, so now I think it's a bowl. Mmm that's very good. Yeah, I'm real pleased with it. 
19920131	Uh oh. There's a dinosaur in the kitchen. Well if you see Calvin anywhere, tell him it's almost time for dinner. I'd invite you, but no dinosaurs are allowed at the dinner table. Ha. Dinosaurs eat anywhere they want. 
19920201	Let's go Calvin. Time for your bath. I'm not taking baths anymore. I hate them. Oh? And how are you going to stay clean? Easy.
19920202	GAAAA. It is 0701 hours. You are late. Extra soap today, robot three. Mom out. Extra soap affirmative. Attention, kitchen. Calvin arriving in turbo chute 4. Clear receiving pad. I've got a moon meeting today. I'll be home for diner, if the shuttle isn't late. Have a good day. See you tonight. Calvin, you're going to be late for school! Put on your jacket! Why are you just standing there? Calvin? Calvin?? Honestly! Would you please try to stay in the PRESENT?! Sighhh...
19920203	When a kid grows up, he has to BE something. He can't just stay the way he is. But a tiger grows up and stays a tiger. Why is that? No room for improvement. Of all the luck, my parents had to be humans. Don't take it too hard. Humans provide some very important protein.
19920204	It's no surprise to ME that nobody's sold a house on this street for six years.
19920205	I try to make television-watching a complete forfeiture of experience. Notice how I keep my jaw slack, so my mouth hands open. I try not to swallow either, so I drool, and I keep my eyes half-focused, so I don't use any muscles at all. I take a passive entertainment and extend the passivity to my entire being. I wallow in my lack of participation and response. I'm utterly inert. I'm going to leave before you start attracting flies. I can almost feel my neural transmitters shutting down.
19920206	No text
19920207	HELP HELP! MY HEAD SOMEHOW GOT TWISTED COMPLETELY AROUND! I'M FACING BACKWARD! LOOK I CAN READ THE TAG ON MY SHIRT! I CAN SEE DOWN MY OWN BACK! ... Oh wait. There's my belly button. I must have my SHIRT on backward. Never mind. I've got my head on straight after all. Oh, I wouldn't go THAT far.
19920208	OH SURE! NICE TRY! Darn, darn, darn, darn, darn!
19920209	Today is Valentine's Day. SO WHAT?! WHO CARES?! NOW ME! Who's your valentine THIS year?? NOBODY! Is it SUSIE?? NO! I'll bet she IS! I'll be your heart beats faster at the sound of her name! Ahh, how you long to gaze deep into her shimmering eyes!! WHAT?! Your cheeks are flushed! Your chin quivers to imagine her soft, warm lips pressed against yours! Oh, to be locked for an eternity in a passionate embrace with sweet, sweet Susie! TAKE IT BACK! Can I be "Best Tiger"? TAKE IT BACK! Have you picked out a ring yet? TAKE IT BACK! Where's the honeymoon? Hey, Calvin! Huh?? You jerk! This is for sending me a Valentine card with a drawing of me as a worm-eaten corpse! Oh HO-O-O! You sent her a CARD?? Doctor Love, paging Doctor I.M.N. Love! I'd say were about due for another Saint Valentine's Day massacre.
19920210	Aren't you supposed to be doing your homework now? I quit doing homework. Homework is bad for my self-esteem. It is Sure! It sends the message that I don't know enough! All that emphasis on right answers makes me feel bad when I get them wrong. So instead of trying to learn, I'm just concentrating on liking myself the way I am. Your self-esteem is enhanced by remaining an ignoramus? Please! Let's call it "informationally impaired".
19920211	See, Hobbes, we shouldn't need accomplishments to feel good about ourselves. Self-esteem shouldn't be conditional. That's why I've stopped doing homework. I don't need to learn things to like myself. I'm fine the way I am. So the secret to good self-esteem is to lower your expectations to the point where they're already met? Right. We should take PRIDE in our mediocrity. Remind me to invest overseas. I think this snowman is good enough, don't you?
19920212	Look, Dad made me do my homework. He said when I'm older, I'll discover that there are few pleasures greater than learning. So I said,  FINE, I'll learn when I'm older. What did HE say? He said if I didn't start cracking books NOW, this would be as old as I'd get. Sounds like you learned something already.
19920213	Mom and Dad drive me crazy. They don't understand ME and I don't understand THEM. It's hopeless! I'm related to people I don't relate to.
19920214	Here we stand, peering down the dizzying depths of doom drop! Do we turn around and retreat to the stupefying security of home and hearth? OR do we brave the descent, risk demise, and experience the flood of somatic sensation that screams we are alive, gloriously alive, however temporarily?? ... Hobbes? I thought the question was rhetorical. The other way, though!
19920215	Here's the latest poll on your standing as "Dad". Wonderful. The good news is that you have a high name-recognition factor. All the household six-year-olds polled were able to identify you as "Dad". This recognition, however, is liked to the fact that your policies are universally deplored. There's talk of voting you out of office and making Mom "Dad". I see. And what do YOU know about this? My first act will be to make you do the cooking. Whoa! That changes everything.
19920216	15 bucks a glass?! That's right! Want some? How do you justify charging 15 dollars? Supply and demand. Where's the demand?! I don't see any demand! There's LOTs of demand! Yeah? Sure! As the sole stockholder in this enterprise, I DEMAND monstrous profit on my investment! And as President and CEO of the company, I DEMAND an exorbitant annual salary. And as my own employee, I DEMAND a high hourly wage and all sorts of company benefits! And THEN there's overhead and actual production costs! But it looks like you just threw a lemon in some sludge water! Well, I have to cut expenses SOMEwhere if I want to stay competitive. What if I got sick from that? "Caveat Emptor" is the motto we stand behind! I'd have to charge more to follow health and environment regulations. You're out of your mind. I'm going home to drink something else. Sure! Put me out of a job! It's you anti-business types who ruin the economy! I need to be subsidized.
19920217	Dad's calling you. He wasn't? Huh! Well, Hobbes took your chair. Sorry. I like my chairs pre-warmed. You ow me.
19920218	He knows I hate this.
19920219	This is my snow sculpture, "Bourgeois Buffoon". Can you believe Mom rejected my grant application to continue making these? Why do you need a grant? I'm on the cutting edge of art! My work deserves public support! What if the public doesn't like your work? They're not SUPPOSED to like it! This is avante-garde stuff! I'm criticizing the lowbrows who can't appreciate great art like this! But you'll take their money. What do you want me to do, suffer?!
19920220	This snowman doesn't look especially avant-garde. Actually, it's VERY avant-garde. This is my new art movement, "neo-regionalism". I'm appealing to popular nostalgia for the simple values of rural america 50 years ago. I figure the public will eat this up and I'll make a fortune. So how is this avant-garde? It's secretly ironic.
19920221	I've concluded that nothing bad I do is my fault. Oh? Right! Being young and impressionable, I'm the helpless victim of countless bad influences! An unwholesome culture panders to my undeveloped values and pushes me to maleficence. I take no responsibility for my behavior! I'm an innocent pawn! It's society's fault! Then you need to build more character. Go shovel the walk. These discussions never go where they're supposed to.
19920222	I see you with that snowball! Go ahead and throw it! I'm not scared! You couldn't hit the side of a barn! C'mon, throw it! I dare you! POW!! Seriously, you could never have done that if my taunts hadn't boosted your adrenalin. I can find only one of your socks.
19920223	At 35,000 feet, the engines of Flight 430 explode for no reason! With plumes of dense smoke trailing from the wings, the giant aircraft plummets out of control! Meanwhile, a 50 car freight train hits a penny on the rail at 80 miles an hour and jumps the tracks, dragging half a million tons of metal into the air behind it! In a freak coincidence, both the jet and the train are converging on ONE SPOT.... where tectonic plates in the earth's crus have just begun to shift! That spot is the house of farmer Brown, who, at this moment, is unaware of a gas leak as he attempts to light his stove! As he strikes the match, he casually glances out the kitchen window. His eye twitches involuntarily. Can't we play something else?
19920224	I read that Teddy Roosevelt once said, "Do what you can with what you have where you are." That's good advice. Of course, I doubt he was in the tub when he said that.
19920225	Shovel the walk! Shovel the walk! That's all I'm good for around here. What about my powerful intellect?! My budding genius is being squandered! I aspire to be more than brute slave labor! These hands! These amazing hands are destined to create unreamt-of wonders, yet here they're worn to the bone in unfulfilling drudgery! What a monstrous injustice! Geez, don't tell me lunch isn't ready!
19920226	DING DONG You really need professional help. What makes you think I did it??
19920227	What's wrong with Easter Island? I LIKE Easter Island.
19920228	Hello, is this the hardware sotre? Yes, I'm wondering if you sell catapults. No?? Well, I'm looking for something that can deliver a 50-pound payload of snow on a small feminine target. Can you suggest something? Hello? I don't understand how some of these places stay in business.
19920229	I don't think you have enough to do.
19920301	It all boils down to luck, Hobbes. Some people are born lucky and some people are born Unlucky. Either way, there's nothing you can do about it. You can't fight luck. We're headed for that cliff! YIKES! Bad luck! 'bye. See what I meen?! You go along, minding your own business, and suddenly your luck runs out. If you're-OW-unlucky, what can you do? OW! You're condemned to suffer! OW! Ooh, right in the pricker bushes. ...just like yesterday. Maybe my luck will change tomorrow.
19920302	It all boils down to luck, Hobbes. Some people are born lucky and some people are born Unlucky. Either way, there's nothing you can do about it. You can't fight luck. We're headed for that cliff! YIKES! Bad luck! 'bye. See what I meen?! You go along, minding your own business, and suddenly your luck runs out. If you're-OW-unlucky, what can you do? OW! You're condemned to suffer! OW! Ooh, right in the pricker bushes. ...just like yesterday. Maybe my luck will change tomorrow.
19920303	If there are no questions, we'll move on to the next chapter. I have a question. Certainly, Calvin. What is it? What's the point of human existence? I meant any questions about the subject at hand. Oh. Frankly, I'd like to have the issue resolved before I expend any more energy on this.
19920304	Ewww. Ewwww. Ewwwwww. EWWWWWW!
19920305	Where ARE those darn boots?
19920306	Put on some nice clothes and let's go for a stroll!
19920307	It couldn't be avoided.
19920308	Hi Mom! Ha ha! I'm up! I'm up! HEY! Get back in bed! I mean it, Calvin! It's too late for this nonsense! Wheeee! I'm gonna watch TV! Ha ha ha! Calvin, stop this! You go straight to bed! NO! You're in big trouble, young man! You'll never catch me! GOTCHA! WAAUGH! I don't WANNA go to bed! I wanna stay UP! Put me down! Let go! I'm not tired! AAAAAA! Mom has to EARN a night's respite from me.
19920309	rrRumRumm beep beep - rrrrrr rrummm - aughh! - I don't understand why you have to take your clothes off to play cars. It's very weird. Just give 'em here. Ok?
19920310	What time is it? Go look at the clock and see. What's the weather outside like today? Go step outside and see. How fast can our car go? Go... ...nice try. Phooey.
19920311	The problem with rock'n'roll is that the generation that created it is now the establishment. Rock pretends it's still rebellious with its video posturing, but who believes it? The stars are 45-year-old zillionaires or they endorse soft drinks! The "revolution" is a capitalist industry! Give me a break! Fortunately I've found some protest music for TODAY's youth! This stuff really offends Mom and Dad! Easy-listening muzak? I play it real quiet, too.
19920312	I don't want to go to school! I'd rather do ANYTHING than go to school! OK, how about if I go to school and YOU get a job? You'll like working till evening and being responsible for the subsistence of your family, with a whiny kid's griping for reward. It's nice to know there's so much in life to look forward to.
19920313	I don't want to pay any dues in life. I want to be a one-in-a-million, overnight success! I want the world handed to me on a silver platter! Good luck. SURELY YOU CONCEDE I DESERVE IT!
19920314	*snap* AUGH! Oops! Instinct kicked in before I knew that was you. YOU KNEW DARN WELL THAT WAS ME!
19920315	...BLECCHH... ! EEP! YIKES! HELLP!! WAAUGH! UGHH URGLE GACKKH ORG PLUTCH SPLUTCH BLUTCH URRRPP THPPTHH. Uggh, how revolting. At least it worked. Let's dance! Darling! YOU'RE TRYING TO KILL ME WITH THIS STUFF AREN'T YOU?! JUST ADMIT IT!! If you don't like it, don't eat it. But I'm not fixing you something different.
19920316	I wish I was still in bed. I'd hear the wind bowling the rain against the window panes and I'd pull the blankets up, get all toasty and cozy, and fall back asleep. Instead, I'm out here, cold and wet, waiting for the school bus to take me to the gulag. Yeah, I hope the sheets are still warm when I get back in. Rub it in, Hobbes.
19920317	Hey Dad, look at this commercial. How come you don't drive a cool sports car like that guy? That car costs $40,000. And look at the babe he's with. How come Mom doesn't dress like that? Yeah, why DON'T you dress like that? Because your adolescent fantasies require an adolescent model with implants, ... HONEY. Maybe you guys need to drink more beer.
19920318	Mom, can I have some money to buy a satan-worshiping, suicide-advocating heavy metal album? Calvin, the fact that these abnds haven't killed themselves in ritual self-sacrifice shows that they're just in it for the money like everyone else. It's all for effect. If you want to shock and provoke, be sincere about it. Mainstream commercial nihilism can't be trusted?! 'fraid not, kiddo. Childhood is so disillusioning.
19920319	People don't realize what a burden it is being a genius like me. It's not easy having a mind that operates on a higher plane than everyone else's! People just refuse to see that I'm the crux of all history, a boy of destiny! I suppose one could recognize a boy of destiny by his planet-and-star underpants. Another trenchant comment by a jealous lesser intellect.
19920320	Mom, from now on, I don't want to be introduced to people as plain "Calvin". I want to be introduced as "Calvin, boy of destiny". Boy of destiny?? But you have to say it right. Pause a little after "boy", and say "destiny" a bit slower and deeper for emphasis. Sai it, "Boy... of DESSSTINY", like that! I think I'm going to stop introducing you altogether. I wish you had some cymbals to crash after you said it.
19920321	Here's your paper, Susie. Very good. Here is yours, Calvin. By the way, you can stop signing your work "Calvin, boy of destiny", and I think your time would be better spend studying than drawing "official notary seals" at the bottom. Boy of destiny?! That's right. Boy of destiny! Everyone I know thinks your destiny is a private cage in the primate house. YOUR destiny is to have a smile that's all gums.
19920322	Wow! A dime! BONK! MMF OOF. He would just love me to believe that somersault was intentional and innocent.
19920323	SMASH ping ping ping kritch krunch. He's a tricky devil, but I'll get him sooner or later! Apparantly I rate just below BUGS with her! And she complains you don't help out around the house.
19920324	Wimp! Oh... OH YEAH?? What REALLY bugs me is knowing I'll probably come up with a much sharper retort sometime tonight.
19920325	Calvin, can you tell us what Lewis and Clark did? No, but I can recite the secret superhero origin of each member of Captain Napalm's thermo-nuclear league of libery. See me after class, Calvin. I'm not dumb. I just have a command of thoroughly useless information.
19920326	Did you even read the history chapter I assigned? I tried to, Miss Wormwood. But the book publisher didn't use the proper print fixative. Needless to say, when I picked up the book, all the letters slid off the pages and fell on the floor in a heap of gibberish. I think my excuses need to be less extemporaenous.
19920327	County library? Reference desk, please? Hello? Yes, I need a word definition. Well, that's the problem. I don't know how to spell it and I'm not allowed to say it. Could you just rattle off all the swear words you know, and I'll stop you when... hello? See if I ever vote for their tax levies.
19920328	I don't need a bath! I can stay clean without one! Look, I'll LICK myself clean! That's what Hobbes does! See, I'm getting clean just like him! Nice going.
19920329	That certainly was a grim spectacle. I LIKE breakfast on the run. But Mom, it's their NATURE! Why can't you eat at the table like a civilized human being?!
19920330	You have a question, Calvin? Yes! What assurance do I have that this education is adequately preparing me for the 21st century? Am I getting the skills I'll need to effectively compete in a tough, global economy? I want a high-paying job when I get out of here! I want opportunity! In that case, young man, I suggest you start working harder. What you get out of school depends on what you put into it. Oh. Then forget it.
19920331	Whatcha doing? Dad wants to mow the lawn, so he's making me pick up sticks. He said I might learn something about the satisfaction that comes from a job well done. And did you? I suppose so. I think he's trying to tell me there is none.
19920401	My tiger is deep in somnolent sleep, dreaming of chases remembered! His keen eyes are glinting! He dreams of a sprinting Sambar who'll soon be dismembered! Hmmmmmmm
19920402	This article says that by age six, most children have watched 5,000 hours of TV - a quarter of their waking lives! I haven't watched that much! Think of all the great shows I've missed! I've been deprived of cultural references! I'm ignorant of countless amazing products! Hurry! If I watch TV until bedtime, I can get in a few precious extra hours and catch up a bit! Remedial vegetation. Help me learn this theme song, OK?
19920403	I think our newspaper needs a new advice columnist, so I'm applying for the job. See, I've written some sample answers to people who write in. "Stop whining and get a life, bozo." "Don't tell ME your stupid problems. I've got plenty of my own." "Go soak your head, you big baby." "Want some advice? Drop dead." I guess that covers about everything. Can you imagine doing this for MONEY? What a racket!
19920404	Who ees thees Kahlveen?
19920405	Oh man, there goes the game! What a dumb sport. I hate baseball. What's the use of trying? I haven't started around the ba-ases yet! Huh? La de da da! I'm walkinnnngg! Oh, look at the pretty flower! I think I'll stop and smell it! Uh oh! My shoes untied! Better have a seat and tie it! Now I'm hopping backwards! Look at me! I'm crawling! I'm a tiny little inchworm, moving an inch at a time! Inchy-squinchy! Inchy-squinchy! AAAIEEE Whoop! Too late! Home run! Stitches for Hobbes, bandages for you... how on earth do you DO this to yourself? Don't feel sorry for HIM! He -ow- DESERVED it!
19920406	Do you believe in the devil? You know, a supreme evil being dedicated to the temptation, corruption, and destruction of man? I'm not sure man needs the help. You just can't talk to animals about these things.
19920407	What's this? Try it. What's in here? Grubs?? Try it. That means I'm going to hate it, right? JUST TRY IT! She's mad because I broke her code.
19920408	If I've learned one thing in life, it's that everyone has his price. Raise the ante high enough, and there's no such thing as scruples! People will do ANYthing if the price is right! What's YOUR price? Two bucks cold cash up front. I don't know which is worse... that everyone has his price, or that the price is always so low. I'd make mine higher, but it's hard to find buyers as it is.
19920409	Whatcha doin', Dad? I'm busy trying to fix something. Why bother? On the rare occasions when you know what the problem is, you usually make it worse and hurt yourself in the process! I wish I'd noticed the bandage on his hand before I said that.
19920410	I'm going on a bike ride. What's so funny? Nothing. Have a good time. Look, I didn't design this outfit! It's PRACTICAL! Hey Dad, how'd you get your head stuck in a bowling ball? Ha! Next time, I'll squirt them both with my water bottle.
19920411	Tigers have no ambition, no drive! They don't accomplish anything! How do you justify yourself?!
19920412	No text
